species,height_min,height_max,height_mean
Salix elaeagnos,6,12,9
Salix euxina,6,15,10.5
Salix hastata,0.5,2,1.25
Salix herbacea,0.02,0.1,0.06
Salix lapponum,0.7,1.5,1.1
Salix myrsinifolia,2,4,3
Salix myrtilloides,0.3,0.8,0.55
Salix pentandra,4,15,9.5
Salix purpurea,2,6,4
Salix repens,0.5,1.5,1
Salix rosmarinifolia,0.5,1.5,1
Salix silesiaca,1,6,3.5
Salix starkeana,0.8,1.2,1
Salix triandra,2,6,4
Salix viminalis,5,8,6.5
Salsola collina,0.15,0.6,0.375
Salsola tragus subsp. tragus,0.1,0.6,0.35
Salvia aethiopis,0.4,1.2,0.8
Salvia austriaca,0.4,1,0.7
Salvia glutinosa,0.5,1,0.75
Salvia hispanica,NA,1,NA
Salvia nemorosa,0.3,0.9,0.6
Salvia officinalis,0.2,0.7,0.45
Salvia pratensis,0.2,0.8,0.5
Salvia reflexa,0.3,0.6,0.45
Salvia sclarea,0.3,1.4,0.85
Salvia verbenaca,0.1,0.7,0.4
Salvia verticillata,0.2,1,0.6
Salvinia natans,NA,0.01,NA
Sambucus ebulus,0.5,1.5,1
Sambucus nigra,1.5,7,4.25
Sambucus racemosa,1,3,2
Samolus valerandi,0.1,0.4,0.25
Sanguisorba minor,0.1,1,0.55
Sanguisorba officinalis,0.3,1.2,0.75
Sanicula europaea,0.2,0.4,0.3
Saponaria ocymoides,0.1,0.2,0.15
Saponaria officinalis,0.3,0.8,0.55
Sarracenia purpurea,0.2,0.8,0.5
Sasa palmata,2,3,2.5
Satureja hortensis,0.1,0.4,0.25
Saxifraga x geum,0.2,0.4,0.3
Saxifraga bulbifera,0.15,0.35,0.25
Saxifraga cuneifolia,0.1,0.15,0.125
Saxifraga cymbalaria,0.1,0.2,0.15
Saxifraga granulata,0.15,0.4,0.275
Saxifraga hostii,0.2,0.4,0.3
Saxifraga moschata,0.05,0.12,0.085
Saxifraga oppositifolia subsp. oppositifolia,0.02,0.05,0.035
Saxifraga paniculata,0.15,0.3,0.225
Saxifraga rosacea,0.1,0.3,0.2
Saxifraga rotundifolia,0.3,0.5,0.4
Saxifraga tridactylites,0.03,0.15,0.09
Saxifraga umbrosa,0.15,0.4,0.275
Scabiosa canescens,0.15,0.6,0.375
Scabiosa columbaria,0.4,0.9,0.65
Scabiosa lucida subsp. calcicola,0.4,0.8,0.6
Scabiosa lucida subsp. lucida,0.2,0.7,0.45
Scabiosa ochroleuca,0.4,0.7,0.55
Scandix pecten-veneris,0.15,0.3,0.225
Scheuchzeria palustris,0.1,0.2,0.15
Schkuhria pinnata,0.2,0.5,0.35
Schoenoplectus lacustris,0.8,3,1.9
Schoenoplectus supinus,0.05,0.3,0.175
Schoenoplectus tabernaemontani,0.5,1.5,1
Schoenoplectus triqueter,0.5,1,0.75
Schoenus ferrugineus,0.2,0.6,0.4
Schoenus nigricans,0.2,0.8,0.5
Scilla bifolia subsp. bifolia,0.05,0.2,0.125
Scilla bifolia subsp. buekkensis,0.05,0.2,0.125
Scilla bifolia subsp. rara,0.05,0.15,0.1
Scilla bifolia subsp. spetana,0.05,0.2,0.125
Scilla forbesii,0.05,0.2,0.125
Scilla kladnii,0.05,0.2,0.125
Scilla luciliae,0.05,0.15,0.1
Scilla sardensis,0.05,0.15,0.1
Scilla vindobonensis,0.05,0.2,0.125
Scirpoides holoschoenus,0.5,1,0.75
Scirpus radicans,0.3,1,0.65
Scirpus sylvaticus,0.3,1,0.65
Scleranthus annuus,0.05,0.2,0.125
Scleranthus perennis subsp. perennis,0.03,0.2,0.115
Scleranthus polycarpos,0.03,0.15,0.09
Scleranthus verticillatus,0.03,0.1,0.065
Sclerochloa dura,0.05,0.15,0.1
Scopolia carniolica,0.2,0.6,0.4
Scorpiurus muricatus,0.05,0.8,0.425
Scorzonera austriaca,0.1,0.4,0.25
Scorzonera cana,0.1,0.4,0.25
Scorzonera hispanica,0.3,1,0.65
Scorzonera humilis,0.1,0.5,0.3
Scorzonera laciniata,0.1,0.4,0.25
Scorzonera parviflora,0.1,0.5,0.3
Scorzonera purpurea,0.1,0.6,0.35
Scorzoneroides autumnalis,0.1,0.6,0.35
Scrophularia canina,0.2,0.6,0.4
Scrophularia chrysantha,0.1,0.6,0.35
Scrophularia nodosa,0.3,1,0.65
Scrophularia scopolii,0.4,0.7,0.55
Scrophularia umbrosa,0.4,1,0.7
Scrophularia vernalis,0.15,0.6,0.375
Scutellaria altissima,0.6,1,0.8
Scutellaria galericulata,0.2,0.7,0.45
Scutellaria hastifolia,0.15,0.35,0.25
Secale cereale,0.7,1.5,1.1
Securigera varia,0.3,1.2,0.75
Sedobassia sedoides,0.2,0.6,0.4
Sedum acre,0.05,0.15,0.1
Sedum aizoon,0.2,0.6,0.4
Sedum album,0.05,0.2,0.125
Sedum alpestre,0.05,0.1,0.075
Sedum annuum,0.05,0.15,0.1
Sedum hispanicum,0.05,0.1,0.075
Sedum hybridum,0.1,0.2,0.15
Sedum ochroleucum,0.1,0.2,0.15
Sedum pallidum,0.05,0.15,0.1
Sedum reflexum,0.1,0.25,0.175
Sedum rupestre,0.1,0.4,0.25
Sedum sarmentosum,0.1,0.2,0.15
Sedum sexangulare,0.05,0.15,0.1
Sedum spurium,0.05,0.2,0.125
Sedum stoloniferum,0.05,0.3,0.175
Sedum villosum,0.05,0.15,0.1
Selaginella helvetica,0.01,0.05,0.03
Selaginella selaginoides,0.02,0.1,0.06
Selinum carvifolia,0.4,0.8,0.6
Sempervivum tectorum,0.15,0.3,0.225
Senecio aquaticus,0.2,0.6,0.4
Senecio doria,0.5,1.5,1
Senecio erraticus,0.3,0.8,0.55
Senecio erucifolius,0.4,1.2,0.8
Senecio germanicus,0.5,1.2,0.85
Senecio hercynicus,0.5,1.5,1
Senecio inaequidens,0.3,1,0.65
Senecio jacobaea,0.3,1,0.65
Senecio ovatus subsp. ovatus,0.6,1.5,1.05
Senecio paludosus,0.5,2,1.25
Senecio rupestris,0.2,0.6,0.4
Senecio sarracenicus,0.6,2,1.3
Senecio subalpinus,0.3,0.7,0.5
Senecio sylvaticus,0.1,0.6,0.35
Senecio umbrosus,0.5,1.5,1
Senecio vernalis,0.2,0.5,0.35
Senecio viscosus,0.2,0.6,0.4
Senecio vulgaris,0.1,0.5,0.3
Serratula tinctoria,0.2,1,0.6
Seseli annuum,0.15,0.6,0.375
Seseli hippomarathrum,0.15,0.6,0.375
Seseli osseum,0.3,1.5,0.9
Seseli pallasii,0.3,1.2,0.75
Sesleria caerulea,0.1,0.45,0.275
Sesleria uliginosa,0.1,0.45,0.275
Setaria faberi,0.3,0.8,0.55
Setaria italica,0.4,1.2,0.8
Setaria pumila,0.15,0.6,0.375
Setaria verticillata,0.2,0.6,0.4
Setaria verticilliformis,0.2,0.6,0.4
Setaria viridis subsp. pycnocoma,0.8,2,1.4
Setaria viridis subsp. viridis,0.2,0.6,0.4
Sherardia arvensis,0.05,0.2,0.125
Sicyos angulatus,1,6,3.5
Sida hermaphrodita,1,3,2
Sida rhombifolia subsp. rhombifolia,0.3,1,0.65
Sida spinosa,0.2,0.7,0.45
Sideritis montana,0.15,0.3,0.225
Silaum silaus,0.4,1,0.7
Silene baccifera,0.5,2,1.25
Silene bupleuroides,0.2,1,0.6
Silene conica,0.1,0.25,0.175
Silene cretica,0.2,0.7,0.45
Silene dichotoma subsp. dichotoma,0.2,0.6,0.4
Silene dioica,0.2,0.7,0.45
Silene gallica,0.08,0.25,0.165
Silene latifolia,0.25,0.8,0.525
Silene nemoralis,0.4,0.8,0.6
Silene noctiflora,0.1,0.7,0.4
Silene nutans,0.2,0.5,0.35
Silene otites,0.15,1,0.575
Silene viridiflora,NA,0.75,NA
Silene viscosa,0.4,1,0.7
Silene vulgaris,0.3,1,0.65
Silphium perfoliatum,1.5,3,2.25
Silybum marianum,0.6,1.5,1.05
Sinapis alba,0.3,1.2,0.75
Sinapis arvensis,0.3,1,0.65
Sisymbrium altissimum,0.3,0.6,0.45
Sisymbrium austriacum subsp. austriacum,0.3,0.6,0.45
Sisymbrium irio,0.1,0.5,0.3
Sisymbrium loeselii,0.3,1.2,0.75
Sisymbrium officinale,0.2,0.6,0.4
Sisymbrium orientale subsp. macroloma,0.4,1.2,0.8
Sisymbrium orientale subsp. orientale,0.4,0.8,0.6
Sisymbrium strictissimum,0.5,1.5,1
Sisymbrium volgense,0.3,0.8,0.55
Sisyrinchium montanum,0.15,0.3,0.225
Sium latifolium,0.8,1.5,1.15
Smyrnium perfoliatum,0.5,1.2,0.85
Solanum alatum,0.3,0.4,0.35
Solanum americanum,0.25,0.6,0.425
Solanum capsicastrum,0.2,0.5,0.35
Solanum carolinense,0.3,0.5,0.4
Solanum cornutum,0.4,0.8,0.6
Solanum decipiens,0.3,0.8,0.55
Solanum dulcamara,0.3,3,1.65
Solanum linnaeanum,0.5,3.5,2
Solanum lycopersicum,0.4,1.5,0.95
Solanum melongena,0.4,1,0.7
Solanum nigrum,0.3,0.7,0.5
Solanum physalifolium,0.3,0.5,0.4
Solanum pseudocapsicum,0.2,0.5,0.35
Solanum scabrum,0.6,0.8,0.7
Solanum sisymbriifolium,0.5,1.5,1
Solanum triflorum,0.4,0.8,0.6
Solanum tuberosum,0.4,1,0.7
Solanum villosum,0.25,0.5,0.375
Soldanella montana,0.04,0.15,0.095
Solidago canadensis,0.8,1.5,1.15
Solidago gigantea,0.8,1.7,1.25
Solidago virgaurea subsp. minuta,0.1,0.3,0.2
Solidago virgaurea subsp. virgaurea,0.3,1,0.65
Sonchus arvensis,0.4,1.5,0.95
Sonchus asper,0.1,1,0.55
Sonchus oleraceus,0.1,1,0.55
Sonchus palustris,1,3,2
Sophora japonica,10,25,17.5
Sorbaria sorbifolia,1.5,3,2.25
Sorbus x decipiens,5,20,12.5
Sorbus x thuringiaca,2,8,5
Sorbus albensis,2,13,7.5
Sorbus alnifrons,2,8,5
Sorbus aria,2,12,7
Sorbus aucuparia var. aucuparia,3,15,9
Sorbus aucuparia var. glabrata,1,3,2
Sorbus austriaca,2,15,8.5
Sorbus barrandienica,2,12,7
Sorbus bohemica,2,9,5.5
Sorbus collina,1,18,9.5
Sorbus cucullifera,2,12,7
Sorbus danubialis,1,10,5.5
Sorbus domestica,8,20,14
Sorbus eximia,2,16,9
Sorbus gemella,2,15,8.5
Sorbus intermedia,5,17,11
Sorbus latifolia,5,16,10.5
Sorbus milensis,1,10,5.5
Sorbus moravica,2,12,7
Sorbus mougeotii,2,9,5.5
Sorbus omissa,2,12,7
Sorbus pauca,0.5,4,2.25
Sorbus pontis-satanae,2,12,7
Sorbus portae-bohemicae,2,7,4.5
Sorbus rhodanthera,2,14,8
Sorbus sudetica,0.3,3,1.65
Sorbus thayensis,2,10,6
Sorbus torminalis,5,25,15
Sorghum bicolor,1,3,2
Sorghum halepense,0.4,1.4,0.9
Sparganium angustifolium,0.1,1,0.55
Sparganium emersum,0.2,1.2,0.7
Sparganium erectum,0.3,1.8,1.05
Sparganium natans,0.1,0.4,0.25
Spartium junceum,NA,5,NA
Spergula arvensis,0.1,0.5,0.3
Spergula morisonii,0.1,0.25,0.175
Spergula pentandra,0.1,0.25,0.175
Spergularia echinosperma,0.03,0.1,0.065
Spergularia kurkae,0.02,0.2,0.11
Spergularia marina,0.05,0.2,0.125
Spergularia media,0.05,0.25,0.15
Spergularia rubra,0.03,0.3,0.165
Spinacia oleracea,0.3,1,0.65
Spiraea ‘Arguta’,1.5,2,1.75
Spiraea x billardii,1.5,2,1.75
Spiraea x vanhouttei,1.5,2,1.75
Spiraea alba,1.5,2,1.75
Spiraea chamaedryfolia,1,2,1.5
Spiraea douglasii,1,2,1.5
Spiraea japonica,0.5,5,2.75
Spiraea salicifolia,1,2,1.5
Spiranthes spiralis,0.06,0.2,0.13
Spirodela polyrhiza,0.003,0.01,0.0065
Stachys alpina,0.3,1,0.65
Stachys annua,0.1,0.4,0.25
Stachys arvensis,0.1,0.3,0.2
Stachys byzantina,0.2,0.8,0.5
Stachys germanica,0.3,1,0.65
Stachys palustris,0.3,1,0.65
Stachys recta,0.3,0.7,0.5
Stachys setifera,NA,0.6,NA
Stachys sylvatica,0.3,1.2,0.75
Staphylea pinnata,1.5,5,3.25
Stellaria alsine,0.05,0.35,0.2
Stellaria graminea,0.1,0.6,0.35
Stellaria holostea,0.15,0.25,0.2
Stellaria longifolia,0.1,0.25,0.175
Stellaria media,0.05,0.35,0.2
Stellaria neglecta,0.2,0.8,0.5
Stellaria nemorum,0.2,0.8,0.5
Stellaria pallida,0.07,0.25,0.16
Stellaria palustris,0.15,0.45,0.3
Stipa borysthenica,0.3,0.6,0.45
Stipa capillata,0.3,1,0.65
Stipa dasyphylla,0.3,0.8,0.55
Stipa eriocaulis,0.3,0.45,0.375
Stipa glabrata,0.35,0.7,0.525
Stipa pennata,0.3,0.5,0.4
Stipa pulcherrima,0.3,0.6,0.45
Stipa smirnovii,0.35,0.6,0.475
Stipa tirsa,0.25,0.65,0.45
Stratiotes aloides,0.1,0.5,0.3
Streptopus amplexifolius,0.3,1,0.65
Stuckenia pectinata,0.2,3.5,1.85
Suaeda prostrata,0.03,0.2,0.115
Suaeda salsa,0.04,0.65,0.345
Succisa pratensis,0.3,0.8,0.55
Swertia perennis subsp. perennis,0.15,0.6,0.375
Symphoricarpos albus,0.5,2,1.25
Symphyotrichum x salignum,0.8,1.2,1
Symphyotrichum x versicolor,0.6,1.5,1.05
Symphyotrichum cordifolium,0.3,1.2,0.75
Symphyotrichum dumosum x  S. novi-belgii,0.15,0.6,0.375
Symphyotrichum laeve,0.5,1.3,0.9
Symphyotrichum lanceolatum,0.6,1,0.8
Symphyotrichum novae-angliae,0.6,1.6,1.1
Symphyotrichum novi-belgii,0.2,1.4,0.8
Symphyotrichum parviflorum,0.7,1,0.85
Symphyotrichum tradescantii,0.4,0.6,0.5
Symphytum x uplandicum,0.7,2,1.35
Symphytum asperum,0.5,1.5,1
Symphytum bohemicum,0.3,0.9,0.6
Symphytum officinale,0.4,1.2,0.8
Symphytum tauricum,0.2,0.6,0.4
Symphytum tuberosum subsp. angustifolium,0.2,0.5,0.35
Symphytum tuberosum subsp. tuberosum,0.2,0.5,0.35
Syringa x chinensis,2,3,2.5
Syringa vulgaris,2,5,3.5
Tagetes erecta,0.2,0.8,0.5
Tagetes patula,0.1,0.6,0.35
Tamarix gallica,2,7,4.5
Tamarix parviflora,1,5,3
Tanacetum balsamita,0.3,1,0.65
Tanacetum corymbosum,0.4,1.2,0.8
Tanacetum macrophyllum,0.4,1.5,0.95
Tanacetum parthenium,0.3,0.6,0.45
Tanacetum vulgare,0.4,1.2,0.8
Taraxacum alpestre,0.1,0.25,0.175
Taraxacum ambrosium,0.15,0.25,0.2
Taraxacum ancoriferum,0.15,0.25,0.2
Taraxacum arachnoideum,0.1,0.2,0.15
Taraxacum arcuatum,0.05,0.1,0.075
Taraxacum argutum,0.1,0.2,0.15
Taraxacum austrinum,0.05,0.15,0.1
Taraxacum bavaricum,0.1,0.2,0.15
Taraxacum bellicum,0.08,0.2,0.14
Taraxacum bessarabicum,0.05,0.2,0.125
Taraxacum boekmanii,0.15,0.25,0.2
Taraxacum bohemicum,0.1,0.4,0.25
Taraxacum bracteatum,0.08,0.2,0.14
Taraxacum cognatum,0.15,0.25,0.2
Taraxacum cristatum,0.05,0.13,0.09
Taraxacum danubium,0.05,0.2,0.125
Taraxacum dentatum,0.05,0.2,0.125
Taraxacum disseminatum,0.1,0.25,0.175
Taraxacum duplidentifrons,0.1,0.2,0.15
Taraxacum erythrospermum,0.03,0.2,0.115
Taraxacum excellens,0.1,0.25,0.175
Taraxacum fartoris,0.15,0.3,0.225
Taraxacum fascinans,0.2,0.4,0.3
Taraxacum fusciflorum,0.1,0.25,0.175
Taraxacum gelertii,0.1,0.3,0.2
Taraxacum hamatiforme,0.1,0.25,0.175
Taraxacum hamatum,0.1,0.25,0.175
Taraxacum hollandicum,0.15,0.35,0.25
Taraxacum huterianum,0.07,0.15,0.11
Taraxacum indigenum,0.1,0.2,0.15
Taraxacum inundatum,0.15,0.4,0.275
Taraxacum kernianum,0.15,0.3,0.225
Taraxacum lacistophylloides,0.1,0.3,0.2
Taraxacum lacistophyllum,0.05,0.15,0.1
Taraxacum lamprophyllum,0.2,0.4,0.3
Taraxacum limosum,0.1,0.2,0.15
Taraxacum lissocarpum,0.15,0.25,0.2
Taraxacum litigiosum,0.15,0.3,0.225
Taraxacum madidum,0.07,0.15,0.11
Taraxacum maricum,0.1,0.2,0.15
Taraxacum mendax,0.15,0.25,0.2
Taraxacum nordstedtii,0.15,0.35,0.25
Taraxacum olivaceum,0.1,0.2,0.15
Taraxacum paludem-ornans,0.1,0.2,0.15
Taraxacum parnassicum,0.05,0.15,0.1
Taraxacum paucilobum,0.08,0.2,0.14
Taraxacum pauckertianum,0.05,0.15,0.1
Taraxacum plumbeum,0.05,0.2,0.125
Taraxacum porrigentilobatum,0.2,0.4,0.3
Taraxacum portentosum,0.15,0.25,0.2
Taraxacum princeps,0.07,0.25,0.16
Taraxacum proximum,0.05,0.25,0.15
Taraxacum pseudobalticum,0.1,0.2,0.15
Taraxacum pseudohamatum,0.15,0.35,0.25
Taraxacum pseudopalustre,0.1,0.2,0.15
Taraxacum pudicum,0.05,0.15,0.1
Taraxacum quadrans,0.1,0.25,0.175
Taraxacum quaesitum,0.1,0.25,0.175
Taraxacum ranunculus,0.1,0.35,0.225
Taraxacum reichlingii,0.1,0.2,0.15
Taraxacum rubicundum,0.05,0.12,0.085
Taraxacum scanicum,0.03,0.2,0.115
Taraxacum sect. Taraxacum,0.1,0.5,0.3
Taraxacum serotinum,0.12,0.35,0.235
Taraxacum skalinskanum,0.15,0.25,0.2
Taraxacum spurium,0.1,0.25,0.175
Taraxacum subalpinum,0.15,0.3,0.225
Taraxacum subhamatum,0.1,0.25,0.175
Taraxacum trilobifolium,0.08,0.15,0.115
Taraxacum turfosum,0.05,0.15,0.1
Taraxacum uvidum,0.1,0.25,0.175
Taraxacum vindobonense,0.12,0.3,0.21
Taxus baccata,1,20,10.5
Teesdalia nudicaulis,0.06,0.3,0.18
Telekia speciosa,0.7,1.5,1.1
Tellima grandiflora,0.3,0.8,0.55
Tephroseris aurantiaca,0.2,0.5,0.35
Tephroseris crispa,0.2,0.6,0.4
Tephroseris integrifolia,0.2,0.6,0.4
Tephroseris longifolia,0.2,0.7,0.45
Tephroseris palustris,0.2,1,0.6
Teucrium botrys,0.1,0.4,0.25
Teucrium chamaedrys,0.1,0.4,0.25
Teucrium marum,0.3,0.5,0.4
Teucrium montanum,0.1,0.25,0.175
Teucrium polium,0.1,0.5,0.3
Teucrium scordium,0.1,0.5,0.3
Teucrium scorodonia,0.2,0.7,0.45
Thalictrum aquilegiifolium,0.4,1.2,0.8
Thalictrum flavum,0.5,2,1.25
Thalictrum foetidum,0.2,0.5,0.35
Thalictrum lucidum,0.3,1.8,1.05
Thalictrum minus,0.3,1.5,0.9
Thalictrum simplex,0.3,1,0.65
Thelypteris palustris,0.3,1,0.65
Thesium alpinum,0.1,0.4,0.25
Thesium bavarum,0.2,0.6,0.4
Thesium dollineri,0.1,0.2,0.15
Thesium ebracteatum,0.1,0.3,0.2
Thesium linophyllon,0.1,0.5,0.3
Thesium pyrenaicum,0.1,0.4,0.25
Thesium ramosum,0.1,0.3,0.2
Thesium rostratum,0.1,0.3,0.2
Thladiantha dubia,1,3,2
Thlaspi arvense,0.1,0.4,0.25
Thuja occidentalis,0.5,20,10.25
Thuja plicata,20,40,30
Thymelaea passerina,0.15,0.3,0.225
Thymus alpestris,0.02,0.15,0.085
Thymus glabrescens,0.08,0.3,0.19
Thymus pannonicus,0.1,0.35,0.225
Thymus praecox subsp. praecox,0.03,0.1,0.065
Thymus pulcherrimus,0.05,0.15,0.1
Thymus pulegioides,0.05,0.4,0.225
Thymus serpyllum,0.02,0.1,0.06
Tilia cordata,20,30,25
Tilia euchlora,15,25,20
Tilia platyphyllos,20,35,27.5
Tilia tomentosa,10,20,15
Tillaea aquatica,0.01,0.05,0.03
Tofieldia calyculata,0.1,0.45,0.275
Tolpis barbata,0.1,0.9,0.5
Tolpis staticifolia,0.15,0.4,0.275
Tordylium maximum,0.3,1,0.65
Torilis arvensis,0.3,1,0.65
Torilis japonica,0.3,1,0.65
Toxicodendron pubescens,NA,1,NA
Tragopogon dubius,0.2,0.8,0.5
Tragopogon orientalis,0.3,1.1,0.7
Tragopogon porrifolius,0.4,1.2,0.8
Tragopogon pratensis,0.3,1.1,0.7
Tragus racemosus,0.1,0.3,0.2
Trapa natans,0.5,3,1.75
Traunsteinera globosa,0.35,0.7,0.525
Tribulus terrestris,0.02,0.15,0.085
Trichophorum alpinum,0.05,0.4,0.225
Trichophorum cespitosum,0.05,0.35,0.2
Trientalis europaea,0.05,0.15,0.1
Trifolium alpestre,0.2,0.5,0.35
Trifolium arvense,0.1,0.3,0.2
Trifolium aureum,0.25,0.5,0.375
Trifolium badium,0.1,0.25,0.175
Trifolium campestre,0.1,0.3,0.2
Trifolium diffusum,0.2,0.4,0.3
Trifolium dubium,0.08,0.4,0.24
Trifolium fragiferum,0.1,0.2,0.15
Trifolium hybridum,0.2,0.7,0.45
Trifolium incarnatum,0.2,0.5,0.35
Trifolium medium,0.2,0.5,0.35
Trifolium montanum,0.15,0.7,0.425
Trifolium ochroleucon,0.2,0.4,0.3
Trifolium pannonicum,0.2,0.8,0.5
Trifolium patens,0.15,0.45,0.3
Trifolium pratense,0.1,1,0.55
Trifolium repens,0.1,0.2,0.15
Trifolium resupinatum,0.2,0.8,0.5
Trifolium retusum,0.04,0.25,0.145
Trifolium rubens,0.3,0.8,0.55
Trifolium spadiceum,0.15,0.4,0.275
Trifolium striatum,0.05,0.3,0.175
Trifolium subterraneum,0.2,0.3,0.25
Triglochin maritima,0.1,0.55,0.325
Triglochin palustris,0.07,0.35,0.21
Trigonella caerulea,0.3,0.7,0.5
Trigonella foenum-graecum,0.2,0.5,0.35
Trinia glauca,0.08,0.4,0.24
Trinia ucrainica,0.4,0.8,0.6
Tripleurospermum inodorum,0.2,0.7,0.45
Tripolium pannonicum subsp. pannonicum,0.1,0.7,0.4
Trisetum flavescens,0.3,0.8,0.55
Triticum aestivum Aestivum Group,0.4,1.2,0.8
Triticum aestivum Compactum Group,0.9,1.4,1.15
Triticum aestivum Spelta Group,0.6,1.5,1.05
Triticum monococcum,0.7,1.2,0.95
Triticum turgidum Dicoccon Group,0.8,1.3,1.05
Triticum turgidum Durum Group,0.7,1.2,0.95
Triticum turgidum Polonicum Group,0.8,1.5,1.15
Triticum turgidum Turgidum Group,1.2,1.7,1.45
Trollius altissimus,0.3,0.7,0.5
Tropaeolum majus,0.15,0.4,0.275
Tsuga canadensis,10,30,20
Tulipa x gesneriana,0.3,0.5,0.4
Tulipa sylvestris,0.2,0.45,0.325
Turgenia latifolia,0.15,0.4,0.275
Tussilago farfara,0.1,0.3,0.2
Typha angustifolia,1,3,2
Typha latifolia,1,2.5,1.75
Typha laxmannii,0.7,1.2,0.95
Typha minima,0.3,1,0.65
Typha shuttleworthii,0.7,1.5,1.1
Ulex europaeus,1,2.5,1.75
Ulmus glabra,10,40,25
Ulmus laevis,8,35,21.5
Ulmus minor,0.5,30,15.25
Urtica dioica,0.4,2.5,1.45
Urtica kioviensis,0.4,1.5,0.95
Urtica pilulifera,0.2,1,0.6
Urtica urens,0.05,0.4,0.225
Utricularia australis,0.2,1.5,0.85
Utricularia bremii,0.06,0.6,0.33
Utricularia intermedia,0.1,0.5,0.3
Utricularia minor,0.05,0.5,0.275
Utricularia ochroleuca,0.1,0.5,0.3
Utricularia vulgaris,0.1,2.5,1.3
Vaccaria hispanica,0.25,0.8,0.525
Vaccinium microcarpum,0.01,0.03,0.02
Vaccinium myrtillus,0.15,0.6,0.375
Vaccinium oxycoccos,0.01,0.06,0.035
Vaccinium uliginosum,0.15,0.5,0.325
Vaccinium vitis-idaea,0.1,0.3,0.2
Valeriana dioica,0.1,0.45,0.275
Valeriana excelsa,0.4,1.8,1.1
Valeriana excelsa subsp. excelsa,0.7,1.4,1.05
Valeriana excelsa subsp. sambucifolia,0.4,0.9,0.65
Valeriana officinalis,0.6,2,1.3
Valeriana simplicifolia,0.15,0.55,0.35
Valeriana stolonifera,0.4,1.3,0.85
Valeriana tripteris,0.1,0.5,0.3
Valerianella carinata,0.05,0.4,0.225
Valerianella dentata,0.1,0.4,0.25
Valerianella locusta,0.07,0.45,0.26
Valerianella rimosa,0.12,0.5,0.31
Vallisneria spiralis,0.2,0.8,0.5
Ventenata dubia,0.3,0.6,0.45
Veratrum album,0.5,1.7,1.1
Veratrum nigrum,0.7,1.5,1.1
Verbascum blattaria,0.3,1.3,0.8
Verbascum chaixii,0.6,1.3,0.95
Verbascum densiflorum,1.2,2.5,1.85
Verbascum lychnitis,1,1.4,1.2
Verbascum nigrum,0.6,1.4,1
Verbascum phlomoides,0.7,1.5,1.1
Verbascum phoeniceum,0.3,0.7,0.5
Verbascum speciosum,1,2,1.5
Verbascum thapsus,0.5,1.5,1
Verbena officinalis,0.3,0.7,0.5
Veronica agrestis,0.05,0.15,0.1
Veronica anagallis-aquatica subsp. anagallis-aquatica,0.2,0.7,0.45
Veronica anagalloides,0.1,0.5,0.3
Veronica arvensis,0.05,0.3,0.175
Veronica austriaca,0.15,0.4,0.275
Veronica beccabunga,0.05,0.2,0.125
Veronica bellidioides,0.1,0.2,0.15
Veronica catenata,0.15,0.7,0.425
Veronica chamaedrys subsp. chamaedrys,0.15,0.3,0.225
Veronica dillenii,0.05,0.3,0.175
Veronica filiformis,0.02,0.07,0.045
Veronica hederifolia,0.02,0.1,0.06
Veronica maritima,0.6,1.8,1.2
Veronica montana,0.05,0.15,0.1
Veronica officinalis,0.05,0.1,0.075
Veronica opaca,0.03,0.1,0.065
Veronica orchidea,0.2,0.7,0.45
Veronica peregrina,0.05,0.25,0.15
Veronica persica,0.05,0.15,0.1
Veronica polita,0.03,0.1,0.065
Veronica praecox,0.05,0.15,0.1
Veronica prostrata,0.05,0.15,0.1
Veronica pumila,0.05,0.15,0.1
Veronica scardica,0.05,0.2,0.125
Veronica scutellata,0.15,0.5,0.325
Veronica serpyllifolia subsp. serpyllifolia,0.05,0.3,0.175
Veronica spicata subsp. spicata,0.1,0.5,0.3
Veronica spuria,0.5,1.2,0.85
Veronica sublobata,0.05,0.15,0.1
Veronica teucrium,0.3,0.9,0.6
Veronica triloba,0.02,0.05,0.035
Veronica triphyllos,0.05,0.15,0.1
Veronica verna,0.05,0.15,0.1
Veronica vindobonensis,0.15,0.25,0.2
Viburnum lantana,1,3,2
Viburnum opulus,1,5,3
Viburnum rhytidophyllum,1,3,2
Vicia angustifolia,0.1,0.6,0.35
Vicia articulata,0.2,0.7,0.45
Vicia cassubica,0.3,0.8,0.55
Vicia cracca,0.2,1.5,0.85
Vicia dalmatica,0.5,0.9,0.7
Vicia dumetorum,0.7,2,1.35
Vicia ervilia,0.2,0.5,0.35
Vicia faba,0.4,0.8,0.6
Vicia grandiflora,0.3,0.9,0.6
Vicia hirsuta,0.3,0.8,0.55
Vicia lathyroides,0.05,0.35,0.2
Vicia lutea,0.3,0.6,0.45
Vicia melanops,0.15,0.6,0.375
Vicia narbonensis,0.3,0.7,0.5
Vicia oreophila,0.05,0.3,0.175
Vicia pannonica,0.3,0.7,0.5
Vicia pisiformis,0.8,2,1.4
Vicia sativa,0.3,0.8,0.55
Vicia sepium,0.3,0.7,0.5
Vicia sylvatica,0.5,2,1.25
Vicia tenuifolia,0.4,1.5,0.95
Vicia tetrasperma,0.2,0.6,0.4
Vicia villosa,0.3,1.2,0.75
Vinca major,0.15,0.3,0.225
Vinca minor,0.1,0.2,0.15
